id,site_eui
75887,28.58899339
75888,76.62146958
75889,17.53748934
75890,52.80835545
75891,67.93008517
75892,33.39584678
75893,29.65085271
75894,24.5944472
75895,72.31823765
75896,73.28335141
75897,40.61683958
75898,47.95447832
75899,45.34036605
75900,38.99520544
75901,44.8832429
75902,38.63890727
75903,53.57542958
75904,43.74796284
75905,90.41509786
75906,26.15025733
75907,65.87855343
75908,28.63306178
75909,29.58965738
75910,80.90745655
75911,37.2943813
75912,45.26086079
75913,21.58513858
75914,37.21802878
75915,34.01085851
75916,31.47074524
75917,33.41838775
75918,43.0690618
75919,66.84748301
75920,46.34378944
75921,53.09586047
75922,55.09798879
75923,51.78237357
75924,49.36562978
75925,64.58450353
75926,95.50616905
75927,97.01578037
75928,110.6880061
75929,58.47815083
75930,139.6647119
75931,85.38159705
75932,44.4487796
75933,59.00483379
75934,33.34886349
75935,65.21578447
75936,111.1816731
75937,87.81022088
75938,109.1632862
75939,77.55680373
75940,62.36326568
75941,135.2943547
75942,108.5316777
75943,160.4491215
75944,114.3314663
75945,158.6193017
75946,118.6881831
75947,104.9340254
75948,127.7815968
75949,87.45476212
75950,116.169291
75951,244.890324
75952,138.1803648
75953,161.2580771
75954,111.0257167
75955,100.0024891
75956,57.62426766
75957,65.2714339
75958,60.52049053
75959,178.751686
75960,64.17218039
75961,99.63946879
75962,110.8070112
75963,88.89793587
75964,73.19753159
75965,78.56226273
75966,110.769125
75967,216.4735839
75968,82.18143273
75969,84.53040232
75970,92.31926012
75971,66.40368724
75972,137.1281841
75973,76.60175403
75974,60.36526962
75975,101.028112
75976,199.1377002
75977,32.88232664
75978,19.56421741
75979,15.36941788
75980,16.33670948
75981,15.12218445
75982,11.15800795
75983,49.83467381
75984,49.79186572
75985,34.08199668
75986,33.03578835
75987,4.891726541
75988,29.82279232
75989,35.96213929
75990,15.17010321
75991,83.63033402
75992,32.70961183
75993,42.58730568
75994,48.6569328
75995,90.306795
75996,74.80333836
75997,33.5748281
75998,29.59515653
75999,25.97941362
76000,28.81287989
76001,26.49915838
76002,222.5084086
76003,38.98930804
76004,33.19750727
76005,82.70896144
76006,38.01800053
76007,29.24133636
76008,44.95131536
76009,26.60558282
76010,10.36600908
76011,49.75421158
76012,35.00560835
76013,30.77268284
76014,31.73283096
76015,58.12189019
76016,19.87843279
76017,47.97082798
76018,55.76442361
76019,34.73060435
76020,35.68680146
76021,37.26880366
76022,40.50183961
76023,5.855132519
76024,15.26014695
76025,37.13356166
76026,40.32889937
76027,55.20902148
76028,31.74745501
76029,79.63150927
76030,39.08946859
76031,25.56764188
76032,25.09787053
76033,21.61430252
76034,21.55454531
76035,38.47057075
76036,29.51375695
76037,34.95198317
76038,30.08460807
76039,29.07601551
76040,44.18385133
76041,39.74558078
76042,39.22185327
76043,37.49390989
76044,43.25437705
76045,46.38530175
76046,31.34006535
76047,31.02352153
76048,30.05697051
76049,29.77454157
76050,38.85171191
76051,34.44911348
76052,41.55212982
76053,40.31860593
76054,33.6910591
76055,13.78207632
76056,46.15113067
76057,17.10452295
76058,39.76364381
76059,34.51991871
76060,28.80065989
76061,26.00230674
76062,37.8543419
76063,34.00419417
76064,27.92836605
76065,19.9359414
76066,34.28068649
76067,25.02756284
76068,15.03185768
76069,15.49676226
76070,32.42042666
76071,39.0888746
76072,60.76712055
76073,38.21886655
76074,74.05411307
76075,48.16215248
76076,40.02173501
76077,38.84233805
76078,49.94128574
76079,104.723715
76080,42.3902633
76081,73.45471796
76082,108.8900709
76083,69.44873327
76084,63.93939962
76085,81.30519403
76086,60.98082229
76087,62.99795722
76088,70.10870816
76089,116.8151282
76090,109.009723
76091,113.736779
76092,73.03157355
76093,108.8087731
76094,133.7092439
76095,115.3193576
76096,100.5091239
76097,71.74783014
76098,151.7676673
76099,105.0898016
76100,98.4860244
76101,106.6686761
76102,102.2054018
76103,78.60263549
76104,107.4258677
76105,109.6558578
76106,66.57642039
76107,88.66083733
76108,77.20608037
76109,74.85366536
76110,66.28233769
76111,73.47189373
76112,62.61131518
76113,102.073167
76114,98.68269842
76115,102.4341175
76116,98.3682216
76117,104.9725362
76118,95.58832246
76119,66.30575818
76120,71.63857012
76121,104.2341482
76122,97.50900216
76123,98.43986621
76124,92.11693025
76125,72.0965714
76126,74.38351091
76127,73.65727916
76128,108.7344793
76129,139.1164987
76130,65.55953496
76131,126.3081709
76132,86.18998567
76133,135.7582318
76134,109.0708873
76135,203.0387022
76136,153.8174923
76137,73.83312595
76138,61.75619739
76139,49.9454758
76140,103.6032764
76141,133.5282242
76142,165.9575208
76143,99.4719508
76144,84.21981675
76145,123.7111247
76146,170.1924257
76147,108.455703
76148,139.7366473
76149,77.97329684
76150,50.33383199
76151,147.6450955
76152,69.53766086
76153,156.6785136
76154,106.8490737
76155,62.67814546
76156,120.4359539
76157,74.5442641
76158,62.00057357
76159,63.79192131
76160,178.2352483
76161,109.5867776
76162,115.0712029
76163,93.59805186
76164,77.36539088
76165,85.61269613
76166,71.4526436
76167,82.96066128
76168,65.80507366
76169,98.02202544
76170,73.1779544
76171,112.3253309
76172,194.8692629
76173,72.90763162
76174,142.8948724
76175,78.42112471
76176,60.23577741
76177,43.18912514
76178,118.9197595
76179,106.6519148
76180,96.69531953
76181,66.74240853
76182,65.30496888
76183,197.7537168
76184,101.9403324
76185,48.29218448
76186,100.165277
76187,69.44766469
76188,126.5293067
76189,80.28282579
76190,70.67910329
76191,134.9503355
76192,186.5886155
76193,131.8923022
76194,142.7384172
76195,81.88900582
76196,133.8668295
76197,65.18204817
76198,65.94363285
76199,107.7501955
76200,73.38268977
76201,128.0752637
76202,95.25788804
76203,152.6607718
76204,125.4455045
76205,124.5318137
76206,79.73032813
76207,149.9277801
76208,170.1324745
76209,72.2916173
76210,160.7731871
76211,102.3067182
76212,104.825322
76213,172.8343769
76214,78.29865957
76215,223.2865687
76216,80.26145854
76217,76.18576121
76218,152.0271677
76219,125.335616
76220,132.7965573
76221,166.3330415
76222,62.50637408
76223,60.00449919
76224,79.67419682
76225,144.3107579
76226,70.57965187
76227,97.43701761
76228,132.1293696
76229,115.2150538
76230,56.6221296
76231,181.821381
76232,60.28252619
76233,83.79053855
76234,103.287164
76235,48.75000043
76236,45.14645545
76237,71.50649595
76238,33.24456903
76239,64.61834451
76240,60.43952322
76241,50.86741757
76242,82.35635692
76243,83.31293794
76244,111.2785781
76245,107.8944903
76246,91.21002726
76247,96.16744627
76248,115.8720269
76249,92.47080054
76250,90.08874886
76251,96.27219941
76252,87.29560119
76253,95.99807083
76254,84.76917962
76255,83.42529782
76256,89.41154544
76257,103.5180747
76258,110.4928597
76259,96.16095289
76260,74.92257284
76261,35.28676935
76262,57.81272483
76263,57.76089862
76264,52.65855783
76265,65.42327742
76266,93.05492759
76267,100.6631336
76268,80.92570071
76269,94.86827286
76270,93.68935692
76271,101.9258378
76272,99.2939295
76273,98.01072811
76274,101.7622143
76275,104.5327583
76276,76.22484604
76277,92.57780678
76278,86.16243103
76279,94.85104
76280,110.4386919
76281,39.98382376
76282,54.55929525
76283,41.84511222
76284,56.35583273
76285,45.62151082
76286,129.6764136
76287,70.16220057
76288,55.01015404
76289,45.79190983
76290,97.0712061
76291,22.23872667
76292,39.31338075
76293,60.69855657
76294,89.03029897
76295,55.37473071
76296,43.91868264
76297,58.22746151
76298,56.93348588
76299,89.97468049
76300,35.85262534
76301,39.07487834
76302,40.7782547
76303,39.8552191
76304,48.04348787
76305,76.34203794
76306,53.93604741
76307,38.0395835
76308,30.93772899
76309,23.14579244
76310,58.1615674
76311,57.30410815
76312,87.83041557
76313,72.66476142
76314,59.90044401
76315,68.55122875
76316,67.39639013
76317,80.91991691
76318,123.8967563
76319,104.235851
76320,75.83906035
76321,186.0884563
76322,145.6733401
76323,142.4237006
76324,123.4087806
76325,98.2272235
76326,71.14667323
76327,75.75243285
76328,69.31606427
76329,75.71733496
76330,105.3640765
76331,53.85428726
76332,71.30874019
76333,78.04500969
76334,68.76660768
76335,125.2311514
76336,73.04828627
76337,117.8832954
76338,117.6480187
76339,61.05337951
76340,103.8124819
76341,73.57917413
76342,108.5626754
76343,35.68276783
76344,59.23710834
76345,123.7912404
76346,93.86526785
76347,111.3266197
76348,60.11689243
76349,30.45607754
76350,72.51166461
76351,69.55064949
76352,73.79542234
76353,73.90075831
76354,90.11419814
76355,86.68866124
76356,48.21996334
76357,46.73355332
76358,59.48152383
76359,67.25831524
76360,98.27579123
76361,70.84104377
76362,55.21005092
76363,65.06999186
76364,70.53043687
76365,42.98830795
76366,69.2182146
76367,77.76381612
76368,62.19844908
76369,127.4021557
76370,66.28985347
76371,75.15214388
76372,44.8382357
76373,66.22219287
76374,57.74048843
76375,97.24114881
76376,16.33364737
76377,70.20056391
76378,81.85471862
76379,64.9008348
76380,71.18366243
76381,92.68504367
76382,53.30040452
76383,53.654948
76384,52.96256594
76385,42.37787728
76386,47.54418805
76387,67.50203277
76388,219.3231262
76389,84.41779507
76390,44.7784403
76391,56.09824258
76392,67.11901454
76393,91.43859718
76394,33.61492458
76395,13.58155667
76396,43.24634215
76397,53.25994343
76398,23.51391697
76399,45.69860407
76400,47.23228515
76401,150.0563898
76402,108.3434159
76403,108.6118018
76404,41.93105666
76405,60.03393496
76406,121.6290539
76407,153.8376165
76408,131.0394883
76409,101.3512745
76410,119.5041877
76411,42.24100135
76412,101.1265453
76413,111.597128
76414,162.5429395
76415,157.6612299
76416,112.2034164
76417,151.9443247
76418,122.290388
76419,160.4517574
76420,75.97476678
76421,120.0121053
76422,127.8636593
76423,112.7678009
76424,147.3989501
76425,54.30209195
76426,204.36554
76427,115.3965563
76428,119.5803405
76429,113.0019219
76430,141.6947148
76431,111.2109073
76432,124.9941856
76433,139.1497662
76434,126.6712576
76435,151.1821892
76436,138.6030035
76437,122.9479388
76438,49.03924973
76439,144.5360639
76440,156.0458899
76441,77.33526363
76442,154.680609
76443,120.2523382
76444,110.773525
76445,133.5359563
76446,155.1035816
76447,125.3035837
76448,127.1746378
76449,52.85799333
76450,148.6470083
76451,110.1342705
76452,47.90247127
76453,110.3574932
76454,51.99138108
76455,104.3242029
76456,96.07043747
76457,105.4544831
76458,70.73521485
76459,65.84848121
76460,86.081674
76461,65.81802264
76462,56.70551413
76463,51.96571747
76464,68.48911611
76465,83.02808809
76466,108.4486615
76467,75.80530135
76468,91.42361106
76469,64.84306849
76470,69.61494578
76471,101.8352573
76472,57.22842804
76473,92.46468386
76474,209.9013593
76475,100.387958
76476,74.63227445
76477,54.30260412
76478,67.86485144
76479,74.97901599
76480,83.70476218
76481,65.18677836
76482,63.86229008
76483,93.300997
76484,62.64713175
76485,60.80379668
76486,68.82108918
76487,66.89694595
76488,73.52589683
76489,62.66712633
76490,66.9895199
76491,69.57925746
76492,81.58125083
76493,106.8893104
76494,78.90897581
76495,67.45590033
76496,92.17815374
76497,63.11257146
76498,79.80368606
76499,66.68056286
76500,69.09788558
76501,62.29747087
76502,62.75044353
76503,75.10954135
76504,67.88651592
76505,63.44669052
76506,70.27791352
76507,63.62242662
76508,69.36729082
76509,90.79445174
76510,69.39710118
76511,90.46356879
76512,116.8241496
76513,83.6090698
76514,81.93656139
76515,67.60039517
76516,84.11330531
76517,64.07859322
76518,87.71401641
76519,66.45092606
76520,75.82780563
76521,67.8989883
76522,78.99300711
76523,70.05229536
76524,95.54217118
76525,68.65849137
76526,85.19647497
76527,55.82912838
76528,81.75939794
76529,64.19845218
76530,78.72989695
76531,61.73488847
76532,86.58630164
76533,75.44742191
76534,73.57373211
76535,88.03287425
76536,64.42443137
76537,78.34194162
76538,67.13392136
76539,62.09071425
76540,54.41310316
76541,64.93657043
76542,85.30563496
76543,65.34380707
76544,78.12801296
76545,66.27993039
76546,68.72285347
76547,81.91010517
76548,79.30308413
76549,88.90920429
76550,84.29478672
76551,94.89790445
76552,81.39690327
76553,79.10691896
76554,44.93130195
76555,99.56234706
76556,69.91588425
76557,78.81906997
76558,176.001437
76559,81.04272306
76560,64.44398826
76561,102.4540212
76562,186.7028604
76563,61.04062816
76564,81.82902537
76565,53.43274513
76566,88.58579665
76567,66.41895365
76568,61.60514933
76569,89.74608214
76570,88.11765171
76571,83.27209222
76572,82.75979308
76573,71.1014206
76574,67.57839993
76575,78.36922219
76576,90.99560055
76577,83.99311808
76578,66.14819174
76579,81.10894174
76580,81.27488729
76581,84.29181682
76582,76.37377712
76583,64.12494047
76584,126.0271261
76585,66.37901043
76586,69.05774491
76587,92.33733126
76588,70.77465129
76589,81.52819323
76590,82.30958455
76591,84.10497945
76592,86.05780017
76593,77.4181401
76594,114.389212
76595,92.52256152
76596,57.2657549
76597,65.58048259
76598,71.62673947
76599,88.29961576
76600,82.22281219
76601,78.70890514
76602,80.82477395
76603,82.58814312
76604,67.26697225
76605,79.91413551
76606,80.44532767
76607,71.91634414
76608,63.57554403
76609,64.85584817
76610,75.07347764
76611,88.40908217
76612,67.14651671
76613,87.10636101
76614,70.53318348
76615,83.734054
76616,76.81437253
76617,68.98486988
76618,82.00329328
76619,69.43205124
76620,50.01807725
76621,65.72584425
76622,79.57125924
76623,57.17013166
76624,81.52428465
76625,104.174748
76626,66.48089578
76627,185.7074836
76628,66.61226393
76629,76.02434469
76630,94.81284144
76631,94.49125888
76632,83.25201832
76633,65.28962834
76634,57.15572043
76635,89.54607098
76636,68.18361126
76637,65.74953663
76638,53.65928634
76639,76.87231403
76640,86.94119696
76641,77.81533366
76642,58.69898919
76643,62.34629579
76644,70.53692355
76645,98.68117508
76646,71.6094069
76647,55.66540868
76648,87.72393951
76649,78.25425523
76650,85.54388834
76651,91.48509939
76652,90.17790295
76653,49.58334611
76654,68.72304618
76655,45.46951325
76656,96.96985839
76657,78.04266928
76658,79.83047471
76659,68.56097638
76660,83.89735556
76661,78.128415
76662,65.07865539
76663,68.02967451
76664,73.36680337
76665,79.96275501
76666,77.31115262
76667,57.56412446
76668,79.74950526
76669,106.403797
76670,81.15289804
76671,102.4837464
76672,76.4043096
76673,62.43992565
76674,88.90481855
76675,66.70931663
76676,82.1230856
76677,92.59029807
76678,81.29212826
76679,202.890544
76680,64.13871857
76681,63.62649894
76682,84.93888103
76683,96.72670331
76684,111.6926627
76685,69.17269907
76686,81.72892823
76687,87.70274601
76688,86.47147093
76689,56.81340842
76690,52.0421002
76691,65.78296706
76692,68.32323728
76693,66.63313592
76694,73.37154827
76695,68.90312332
76696,74.68485477
76697,90.70576878
76698,49.98536811
76699,79.07531116
76700,75.77353033
76701,77.16698882
76702,55.13143574
76703,67.91334348
76704,60.69463258
76705,78.14532793
76706,94.25400099
76707,88.18180338
76708,82.97961044
76709,88.88346126
76710,55.29839589
76711,89.56543933
76712,87.80705684
76713,77.21575633
76714,126.2499298
76715,87.08644113
76716,54.45603045
76717,65.22319999
76718,81.16562532
76719,86.48846921
76720,50.26497838
76721,89.35967119
76722,62.22905086
76723,57.40031234
76724,82.5718322
76725,83.57068658
76726,48.91012465
76727,72.58005427
76728,53.13843469
76729,68.66388094
76730,72.28243883
76731,64.97952285
76732,82.46833726
76733,93.68118563
76734,80.91722812
76735,67.55914598
76736,61.65089145
76737,95.17315254
76738,48.84675537
76739,91.6583817
76740,74.64314157
76741,103.577852
76742,86.81657674
76743,89.69446874
76744,89.77008811
76745,69.31538942
76746,85.48832519
76747,82.40873768
76748,79.34982853
76749,87.76782393
76750,143.4003065
76751,85.12862405
76752,64.52964402
76753,72.80526422
76754,78.13631494
76755,97.4101669
76756,82.84881284
76757,82.53979235
76758,72.64227249
76759,36.93657858
76760,89.37635169
76761,122.7947465
76762,71.7375417
76763,75.25636935
76764,67.32748448
76765,92.02204447
76766,74.6369117
76767,44.89849861
76768,73.74220812
76769,61.07441694
76770,89.84065357
76771,40.09831584
76772,79.8915198
76773,37.66761082
76774,53.5679765
76775,36.73866423
76776,51.63303541
76777,38.37040386
76778,34.33072053
76779,83.41323974
76780,31.67384048
76781,54.94924147
76782,31.92497303
76783,71.91529453
76784,46.21794081
76785,61.58710141
76786,45.25589914
76787,47.46728842
76788,14.89088801
76789,77.58323429
76790,69.1250959
76791,36.54186736
76792,91.58183311
76793,34.85754591
76794,34.88514083
76795,43.60324514
76796,51.62711612
76797,41.29943576
76798,37.26868968
76799,103.4562959
76800,33.21358224
76801,52.7183364
76802,41.30309389
76803,41.75964033
76804,47.22847214
76805,41.93272612
76806,48.85688855
76807,43.6019155
76808,47.18312629
76809,38.52145956
76810,43.73863387
76811,63.26739515
76812,34.14614039
76813,56.63377155
76814,40.56278302
76815,71.17702648
76816,60.57702719
76817,37.40492341
76818,61.20652034
76819,40.0449338
76820,59.95557936
76821,38.8920465
76822,39.46978863
76823,54.56560646
76824,36.32732919
76825,45.68808698
76826,48.01451169
76827,46.20501816
76828,35.41924378
76829,46.3650782
76830,48.7077059
76831,40.59620345
76832,71.00888892
76833,42.38387246
76834,114.7749541
76835,62.49956812
76836,57.9264424
76837,33.26931803
76838,36.54257171
76839,39.89402041
76840,65.20754118
76841,18.43246714
76842,31.94331133
76843,52.67429685
76844,93.81836833
76845,71.71844976
76846,50.55430193
76847,17.20375224
76848,42.87286773
76849,40.11702892
76850,39.09188401
76851,45.25171867
76852,51.92043915
76853,34.14532721
76854,99.7159558
76855,59.54172032
76856,23.81928624
76857,47.6597832
76858,44.98351353
76859,50.79888472
76860,68.5001252
76861,53.21148871
76862,69.81433819
76863,61.54465658
76864,51.99798753
76865,44.36950623
76866,72.44902395
76867,38.0961632
76868,40.33946415
76869,36.77712357
76870,44.94144178
76871,26.05980225
76872,28.09892127
76873,53.58147401
76874,89.1260435
76875,56.01566549
76876,46.89127451
76877,39.39481992
76878,55.57581355
76879,64.54270149
76880,19.63792636
76881,33.69295149
76882,41.54236883
76883,49.67752771
76884,39.06459712
76885,58.09075582
76886,28.63724517
76887,60.70123902
76888,83.63999552
76889,47.55915085
76890,59.03887735
76891,28.23123766
76892,27.36103282
76893,83.58332921
76894,61.72868281
76895,66.84299615
76896,29.2973553
76897,45.72216873
76898,71.11593021
76899,53.40011835
76900,49.48554908
76901,61.26844593
76902,30.61263582
76903,51.16257156
76904,25.08339229
76905,54.12516675
76906,54.55160912
76907,26.1541869
76908,53.39246821
76909,72.4234644
76910,31.39446765
76911,87.90458407
76912,31.76419527
76913,57.10760579
76914,81.01416646
76915,48.48460599
76916,58.50235971
76917,97.5891645
76918,48.73428326
76919,28.91358467
76920,53.8937922
76921,39.8013114
76922,63.31769746
76923,43.95598664
76924,23.10169278
76925,31.30768545
76926,23.2572978
76927,50.18981989
76928,73.25318502
76929,40.38412087
76930,62.40125284
76931,89.01139937
76932,46.00387464
76933,45.79133925
76934,34.1112596
76935,23.53346794
76936,43.36530658
76937,67.02048253
76938,52.50528987
76939,38.9884293
76940,116.7428129
76941,72.7002256
76942,53.82676874
76943,47.66077279
76944,28.72375281
76945,50.98365938
76946,60.08229755
76947,58.86738263
76948,44.32434576
76949,90.8024004
76950,28.05862719
76951,50.29296655
76952,73.3738185
76953,66.23483897
76954,48.62076749
76955,96.57370777
76956,64.63427094
76957,31.95880114
76958,47.63879431
76959,80.71710391
76960,76.40531618
76961,75.58965633
76962,64.17645039
76963,40.30719981
76964,29.31634185
76965,69.75709502
76966,55.55318258
76967,29.94314727
76968,57.5406668
76969,54.13426611
76970,74.14647857
76971,30.05890033
76972,37.7190447
76973,93.60283436
76974,38.4024891
76975,46.03722227
76976,63.48784855
76977,70.60696139
76978,54.1299526
76979,47.57030883
76980,52.12802951
76981,25.12536485
76982,41.46285451
76983,29.9262866
76984,242.6340528
76985,47.93532624
76986,49.71612413
76987,32.73208796
76988,45.9192819
76989,46.92018701
76990,110.8876483
76991,68.70477136
76992,24.57145072
76993,19.71254203
76994,69.84555798
76995,40.40400272
76996,46.83291564
76997,52.53497275
76998,34.63966584
76999,66.92640856
77000,40.11698714
77001,65.22705604
77002,58.88106194
77003,62.47569523
77004,45.26247118
77005,48.473349
77006,50.42047821
77007,48.87918575
77008,43.7723476
77009,19.88713796
77010,40.30377223
77011,51.04866173
77012,35.44291427
77013,22.35048729
77014,27.90703483
77015,61.76754192
77016,30.07153297
77017,157.9832497
77018,55.76600596
77019,123.3073834
77020,45.69825567
77021,59.4081313
77022,64.51559666
77023,22.78498297
77024,46.67953582
77025,45.30111404
77026,28.47189917
77027,29.01757319
77028,42.0693455
77029,23.26345326
77030,39.68859627
77031,49.66391327
77032,34.1738564
77033,43.13315012
77034,49.23700287
77035,50.87463908
77036,89.52065945
77037,38.92707715
77038,80.00974415
77039,29.13353187
77040,61.85830042
77041,70.16042803
77042,41.10876299
77043,56.20871007
77044,69.76414653
77045,58.44019211
77046,67.42207906
77047,59.47364347
77048,39.32731077
77049,43.04099633
77050,46.1192318
77051,63.34070773
77052,92.38460307
77053,54.1618836
77054,61.42187618
77055,19.49110805
77056,114.4279956
77057,60.88988491
77058,56.41392049
77059,60.42974454
77060,14.94105104
77061,51.27341425
77062,56.31867216
77063,29.71987674
77064,64.37718344
77065,74.45484849
77066,50.31837829
77067,62.77983343
77068,62.30504658
77069,30.4826135
77070,57.81636385
77071,56.1983538
77072,52.08020501
77073,43.76260984
77074,61.7296012
77075,38.30548148
77076,48.71449268
77077,51.22273477
77078,100.8997512
77079,37.98181061
77080,91.03423762
77081,47.62164883
77082,79.29556268
77083,25.55452005
77084,35.74893351
77085,71.18363119
77086,61.04982047
77087,40.33415624
77088,37.75374673
77089,58.4230729
77090,49.24278783
77091,44.69584674
77092,60.95665395
77093,59.31372855
77094,66.33463756
77095,76.79443026
77096,63.03584452
77097,57.21714759
77098,58.71412263
77099,61.703869
77100,45.35255469
77101,96.16559307
77102,60.46157689
77103,89.49775193
77104,200.9332554
77105,70.20642927
77106,59.56450701
77107,84.06540337
77108,65.62341484
77109,76.38706663
77110,55.70453817
77111,60.29627623
77112,64.83881099
77113,80.73524626
77114,88.01610208
77115,92.00738694
77116,89.87711675
77117,55.36286834
77118,53.46310563
77119,71.09943608
77120,61.14535493
77121,63.3720733
77122,89.96912196
77123,337.2868958
77124,61.14362047
77125,51.03245909
77126,83.45772999
77127,48.83591081
77128,91.2556668
77129,66.22659662
77130,67.78393852
77131,51.98154091
77132,86.90122603
77133,62.91016118
77134,54.514195
77135,137.4654906
77136,60.54725963
77137,58.77293483
77138,68.50007646
77139,60.42014322
77140,58.45764927
77141,55.75877156
77142,51.82169576
77143,65.9437265
77144,64.29122176
77145,63.20230471
77146,47.65105263
77147,64.89069402
77148,56.76224007
77149,62.70396913
77150,67.36674699
77151,92.7680932
77152,73.32780872
77153,63.59928985
77154,87.78746703
77155,69.32670251
77156,53.0989087
77157,110.9169411
77158,59.78459779
77159,53.67984257
77160,66.45045468
77161,47.45200484
77162,53.68246456
77163,63.95622113
77164,49.08553958
77165,57.26259467
77166,61.94116719
77167,59.7840385
77168,62.61826211
77169,59.82557211
77170,69.61331246
77171,52.13011222
77172,48.78391438
77173,54.98775615
77174,52.53645793
77175,420.5189455
77176,49.56647543
77177,62.25512666
77178,58.16012186
77179,73.37213634
77180,23.36925875
77181,78.88223156
77182,71.33681157
77183,60.79476126
77184,67.22249169
77185,57.53201123
77186,51.10320548
77187,63.54183537
77188,64.67464108
77189,60.68777962
77190,66.62984952
77191,67.05388858
77192,65.49517541
77193,84.53204138
77194,64.67292994
77195,77.62271139
77196,94.44556214
77197,73.01571695
77198,72.79216735
77199,65.39430744
77200,64.81217656
77201,76.49506003
77202,57.23853988
77203,77.81070306
77204,60.99542804
77205,47.23642293
77206,53.06708935
77207,85.01357933
77208,67.29470428
77209,84.35310098
77210,285.4009646
77211,60.08231034
77212,90.34420113
77213,58.92565881
77214,46.93511676
77215,64.82760528
77216,53.76793929
77217,65.41016801
77218,93.79244015
77219,60.51260602
77220,59.99706539
77221,64.05149134
77222,58.1697347
77223,335.5380925
77224,60.52622242
77225,64.5656365
77226,67.34827357
77227,63.61674933
77228,52.38715849
77229,95.28662538
77230,80.74635257
77231,50.14102589
77232,58.79576841
77233,77.03687172
77234,59.00289762
77235,339.3631027
77236,58.72979792
77237,47.77380045
77238,70.69303302
77239,72.46539255
77240,62.91864819
77241,63.86455704
77242,63.65237812
77243,68.95102626
77244,50.21845526
77245,67.08727841
77246,70.26563224
77247,93.97170606
77248,65.95606858
77249,67.38277219
77250,86.54308001
77251,68.59870598
77252,60.34316841
77253,70.31156712
77254,86.90758567
77255,46.46208782
77256,63.94024674
77257,58.76890248
77258,63.75850597
77259,64.50071964
77260,61.52489265
77261,79.80041835
77262,53.93014313
77263,69.22898034
77264,72.09585145
77265,46.14253426
77266,47.88381663
77267,84.76633942
77268,86.77709267
77269,68.65349739
77270,66.65828259
77271,65.31345157
77272,63.69052259
77273,67.07681214
77274,51.16873575
77275,58.27174191
77276,49.83213747
77277,61.98904384
77278,37.99461822
77279,113.8809694
77280,54.13683123
77281,85.27598901
77282,55.4664977
77283,65.33955427
77284,63.81075508
77285,65.63904811
77286,60.68504995
77287,53.49704625
77288,71.51592822
77289,54.42207931
77290,73.31603827
77291,63.31310639
77292,67.28844291
77293,287.2914424
77294,83.99873385
77295,59.89092878
77296,58.85036533
77297,54.66217279
77298,84.89036567
77299,53.83084832
77300,69.00124785
77301,60.80981035
77302,52.51542087
77303,60.86554058
77304,65.93078373
77305,61.80652467
77306,55.54231016
77307,66.42201508
77308,58.0669055
77309,473.130899
77310,68.07594642
77311,100.4755996
77312,65.10581455
77313,88.15950967
77314,95.08371752
77315,64.06348897
